item_id,timestamp,target
industry_a,2020-01-01,21.342557
industry_a,2020-01-02,21.572558
industry_a,2020-01-03,21.87318079
industry_a,2020-01-04,21.3611405
industry_a,2020-01-05,21.40847459
industry_a,2020-01-06,21.90885847
industry_a,2020-01-07,20.47141598
industry_a,2020-01-08,19.24491345
industry_a,2020-01-09,18.36332719
industry_a,2020-01-10,19.336475
industry_a,2020-01-11,18.71677961
industry_a,2020-01-12,18.46301017
industry_a,2020-01-13,17.71232141
industry_a,2020-01-14,17.01671648
industry_a,2020-01-15,17.51002131
industry_a,2020-01-16,17.85002719
industry_a,2020-01-17,18.27536123
industry_a,2020-01-18,18.26219247
industry_a,2020-01-19,18.08335847
industry_a,2020-01-20,18.48839779
industry_a,2020-01-21,16.13858238
industry_a,2020-01-22,15.71394811
industry_a,2020-01-23,13.44733933
industry_a,2020-01-24,13.17717435
industry_a,2020-01-25,14.21134183
industry_a,2020-01-26,13.09982973
industry_a,2020-01-27,12.91568981
industry_a,2020-01-28,13.0995971
industry_a,2020-01-29,13.75864359
industry_a,2020-01-30,14.33786622
industry_a,2020-01-31,15.28260749
industry_a,2020-02-01,16.15285238
industry_a,2020-02-02,16.65019068
industry_a,2020-02-03,18.20403523
industry_a,2020-02-04,19.3026909
industry_a,2020-02-05,16.99368055
industry_a,2020-02-06,15.83286717
industry_a,2020-02-07,17.0051096
industry_a,2020-02-08,17.50705762
industry_a,2020-02-09,18.39010898
industry_a,2020-02-10,18.84199751
industry_a,2020-02-11,18.88067993
industry_a,2020-02-12,18.21783159
industry_a,2020-02-13,19.35683391
industry_a,2020-02-14,20.17161585
industry_a,2020-02-15,18.47229818
industry_a,2020-02-16,18.7539983
industry_a,2020-02-17,19.25756221
industry_a,2020-02-18,19.98181251
industry_a,2020-02-19,19.55709416
industry_a,2020-02-20,20.33720447
industry_a,2020-02-21,18.83640964
industry_a,2020-02-22,19.57289317
industry_a,2020-02-23,19.22102175
industry_a,2020-02-24,19.85715065
industry_a,2020-02-25,18.67944782
industry_a,2020-02-26,18.70868619
industry_a,2020-02-27,19.39322903
industry_a,2020-02-28,19.72309574
industry_a,2020-02-29,21.27957803
industry_a,2020-03-01,21.50324748
industry_a,2020-03-02,23.51333281
industry_a,2020-03-03,23.03558711
industry_a,2020-03-04,24.46088678
industry_a,2020-03-05,24.72941651
industry_a,2020-03-06,24.41158108
industry_a,2020-03-07,26.15903501
industry_a,2020-03-08,26.91197836
industry_a,2020-03-09,27.2481632
industry_a,2020-03-10,24.66038055
industry_a,2020-03-11,24.15411677
industry_a,2020-03-12,24.30846799
industry_a,2020-03-13,23.95166997
industry_a,2020-03-14,23.40446759
industry_a,2020-03-15,25.94087638
industry_a,2020-03-16,26.54136485
industry_a,2020-03-17,25.44727059
industry_a,2020-03-18,25.41423317
industry_a,2020-03-19,25.88724117
industry_a,2020-03-20,24.71415206
industry_a,2020-03-21,24.81013106
industry_a,2020-03-22,22.88994418
industry_a,2020-03-23,22.93469384
industry_a,2020-03-24,22.30935203
industry_a,2020-03-25,22.96631974
industry_a,2020-03-26,24.9102138
industry_a,2020-03-27,25.67296429
industry_a,2020-03-28,25.88055213
industry_a,2020-03-29,27.72697454
industry_a,2020-03-30,27.14892421
industry_a,2020-03-31,26.9152737
industry_a,2020-04-01,28.36699778
industry_a,2020-04-02,29.36222255
industry_a,2020-04-03,28.56126865
industry_a,2020-04-04,29.2834313
industry_a,2020-04-05,28.75740254
industry_a,2020-04-06,27.42572563
industry_a,2020-04-07,25.99859504
industry_a,2020-04-08,25.94821719
industry_a,2020-04-09,26.79669535
industry_a,2020-04-10,26.42699829
industry_a,2020-04-11,25.27437519
industry_a,2020-04-12,25.18623576
industry_a,2020-04-13,26.12215713
industry_a,2020-04-14,25.6816465
industry_a,2020-04-15,25.1493599
industry_a,2020-04-16,23.17074971
industry_a,2020-04-17,23.77437348
industry_a,2020-04-18,23.26641358
industry_a,2020-04-19,22.5435977
industry_a,2020-04-20,21.65231334
industry_a,2020-04-21,21.58207101
industry_a,2020-04-22,20.82402042
industry_a,2020-04-23,19.50924236
industry_a,2020-04-24,18.33778096
industry_a,2020-04-25,18.74389578
industry_a,2020-04-26,19.09596506
industry_a,2020-04-27,19.5545501
industry_a,2020-04-28,21.19175188
industry_a,2020-04-29,20.67740944
industry_a,2020-04-30,21.13258023
industry_a,2020-05-01,21.94586136
industry_a,2020-05-02,21.63906492
industry_a,2020-05-03,22.97181763
industry_a,2020-05-04,23.43684989
industry_a,2020-05-05,24.25267124
industry_a,2020-05-06,24.49925471
industry_a,2020-05-07,24.99183359
industry_a,2020-05-08,24.54123382
industry_a,2020-05-09,26.52768048
industry_a,2020-05-10,27.91621672
industry_a,2020-05-11,27.13815293
industry_a,2020-05-12,28.78782386
industry_a,2020-05-13,29.07924019
industry_a,2020-05-14,29.78226643
industry_a,2020-05-15,30.52753701
industry_a,2020-05-16,31.39478564
industry_a,2020-05-17,30.63924955
industry_a,2020-05-18,32.44002462
industry_a,2020-05-19,31.85444015
industry_a,2020-05-20,31.88214645
industry_a,2020-05-21,30.77101256
industry_a,2020-05-22,30.59680385
industry_a,2020-05-23,32.47710813
industry_a,2020-05-24,32.57958678
industry_a,2020-05-25,31.42728319
industry_a,2020-05-26,30.52113645
industry_a,2020-05-27,30.720129
industry_a,2020-05-28,31.52835961
industry_a,2020-05-29,33.47214555
industry_a,2020-05-30,33.19504119
industry_a,2020-05-31,34.41590125
industry_a,2020-06-01,34.38933414
